WHONET_ORG_CODE	REPLACED_BY	ORGANISM	TAXONOMIC_STATUS	COMMON	ORGANISM_TYPE	ANAEROBE	MORPHOLOGY	SUBKINGDOM_CODE	FAMILY_CODE	GENUS_GROUP	GENUS_CODE	SPECIES_GROUP	SEROVAR_GROUP	MSF_GRP_CLIN	SCT_CODE	SCT_TEXT	GBIF_TAXON_ID	GBIF_DATASET_ID	GBIF_TAXONOMIC_STATUS	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
ivb		Influenza B virus	C	X	v										407480007	Influenza B virus	10460364	e01b0cbb-a10a-420c-b5f3-a3b20cc266ad	accepted	Viruses				Orthomyxoviridae	Betainfluenzavirus
ivc		Influenza C virus	C		v										407482004	Influenza C virus	10619602	e01b0cbb-a10a-420c-b5f3-a3b20cc266ad	accepted	Viruses				Orthomyxoviridae	Gammainfluenzavirus
inv		Influenza virus	C		v																				
ins		Insect	C		i										61638001	Insect									
ibu		Iodamoeba buetschlii	C		w						IOD				53605000	Iodamoeba bntschlii	3210497	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Protozoa	Amoebozoa	Lobosa	Amoebida	Entamoebidae	Iodamoeba
iod		Iodamoeba sp.	C		w						IOD				89683009	Iodamoeba	3210496	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Protozoa	Amoebozoa	Lobosa	Amoebida	Entamoebidae	Iodamoeba
ibe		Isospora belli	C		w						ISO				12633005	Isospora belli	8528081	a6c6cead-b5ce-4a4e-8cf5-1542ba708dec	accepted	Chromista	Myzozoa	Conoidasida	Eucoccidiorida	Eimeriidae	Isospora
iso		Isospora sp.	C		w						ISO				372423009	Isospora species	7649936	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Chromista	Myzozoa	Conoidasida	Eucoccidiorida	Eimeriidae	Isospora
iss		Isospora suis	C		w						ISO				86229003	Isospora suis	8691176	a6c6cead-b5ce-4a4e-8cf5-1542ba708dec	accepted	Chromista	Myzozoa	Conoidasida	Eucoccidiorida	Eimeriidae	Isospora
ckr		Issatchenkia orientalis	C		f						ISS						2599552	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Issatchenkia
ixo		Ixodes sp.	C		i						IXO				27524005	Ixodes	8326529	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Arthropoda	Arachnida	Ixodida	Ixodidae	Ixodes
jcv		JC virus	C		v																				
jig		Johnsonella ignava	C		a	X		+			JOH			OTH	417537008	Facklamia ignava	5427922	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella
joh		Johnsonella sp.	C		a	X		+			JOH			OTH	432015007	Genus Johnsonella	3226783	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella
tpi		Kazachstania telluris	C		f						KAZ						5260329	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
kde		Kingella denitrificans	C		-			-			KIN	HAK		OTH	78676004	Kingella denitrificans	5427459	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
sid		Kingella indologenes	O		-			-			SUT			OTH	116392009	Suttonella indologenes	3222848	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella
kki		Kingella kingae	C		-			-			KIN	HAK		OTH	90422000	Kingella kingae	5427458	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
kol		Kingella oralis	C		-			-			KIN	HAK		OTH	129080004	Kingella oralis	7711356	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
kin		Kingella sp.	C		-			-			KIN	HAK		OTH	131313008	Kingella species	3220263	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
kor		Klebsiella Enteric Group 47	O		-			-	EBC		RAO			KLER	416832000	Raoultella ornithinolytica	3221736	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
eae		Klebsiella aerogenes	C	X	-			-	EBC		KL-			KLER			9281703	52a423d2-0486-4e77-bcee-6350d708d6ff	homotypic synonym	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter
cgr		Klebsiella granulomatis (Lympho. granul.)	C		-			-	EBC		KL-			KLER	417443008	Klebsiella granulomatis	5427608	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
eae		Klebsiella mobilis	O	X	-			-	EBC		KL-			KLER			9281703	52a423d2-0486-4e77-bcee-6350d708d6ff	homotypic synonym	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter
kor		Klebsiella ornithinolytica	O		-			-	EBC		RAO			KLER	416832000	Raoultella ornithinolytica	3221736	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
kox		Klebsiella oxytoca	C		-			-	EBC		KL-			KLER	40886007	Klebsiella oxytoca	5427612	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
koz		Klebsiella ozaenae	O		-			-	EBC		KL-			KLER	65186004	Klebsiella pneumoniae ss. ozaenae	5427614	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
kpl		Klebsiella planticola (trevisanii)	O		-			-	EBC		RAO			KLER	416264004	Raoultella planticola	3221740	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
kpn		Klebsiella pneumoniae	O	X	-			-	EBC		KL-			KLER	18400002	Klebsiella pneumoniae ss. pneumoniae	7234532	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
koz		Klebsiella pneumoniae ss. ozaenae	C		-			-	EBC		KL-			KLER	65186004	Klebsiella pneumoniae ss. ozaenae	5427614	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
kpn		Klebsiella pneumoniae ss. pneumoniae	C	X	-			-	EBC		KL-			KLER	18400002	Klebsiella pneumoniae ss. pneumoniae	7234532	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
krn		Klebsiella pneumoniae ss. rhinoscleromatis	C		-			-	EBC		KL-			KLER	17688001	Klebsiella pneumoniae ss. rhinoscleromatis	5427616	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
kqp		Klebsiella quasipneumoniae	C		-			-	EBC		KL-			KLER			7606182	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
krn		Klebsiella rhinoscleromatis	O		-			-	EBC		KL-			KLER	17688001	Klebsiella pneumoniae ss. rhinoscleromatis	5427616	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
kl-		Klebsiella sp.	C		-			-	EBC		KL-			KLER	131269001	Klebsiella species	3221867	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella
kte		Klebsiella terrigena	O		-			-	EBC		RAO			KLER	416096003	Raoultella terrigena	3221738	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
kpl		Klebsiella trevisanii	O		-			-	EBC		RAO			KLER	416264004	Raoultella planticola	3221740	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella
kvi		Klebsiella variicola	C		-			-	EBC		KL-			KLER	431976004	Klebsiella variicola	5427618	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
kas		Kluyvera ascorbata	C		-			-	EBC		KLU			OTH	58493008	Kluyvera ascorbata	3221765	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kluyvera
kcr		Kluyvera cryocrescens	C		-			-	EBC		KLU			OTH	32547006	Kluyvera cryocrescens	3221767	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kluyvera
ein		Kluyvera intermedia	C		-			-	EBC		KLU			OTH	61161003	Kluyvera species	3221768	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kluyvera
klu		Kluyvera sp.	C		-			-	EBC		KLU			OTH	131270000	Kluyvera species	3221764	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kluyvera
kma		Kluyveromyces fragilis	O		f						KLV				243431000	Kluyveromyces marxianus	2599079	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
kla		Kluyveromyces lactis	C		f						KLV				243430004	Kluyveromyces lactis	8681602	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
kma		Kluyveromyces marxianus	C		f						KLV				243431000	Kluyveromyces marxianus	2599079	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
klv		Kluyveromyces sp.	C		f						KLV				78377004	Kluyveromyces	2599075	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
kkr		Kocuria kristinae	C		+			+			KOC			OTH	113772007	Kocuria kristinae	3224639	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Kocuria
kro		Kocuria rosea	C		+			+			KOC			OTH	113773002	Kocuria rosea	3224633	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Kocuria
koc		Kocuria sp.	C		+			+			KOC			OTH	131316000	Kocuria species	3224630	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Kocuria
kva		Kocuria varians	C		+			+			KOC			OTH	113774008	Kocuria varians	3224644	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Micrococcaceae	Kocuria
poh		Kodamaea ohmeri	C		f						KOD						3479414	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Kodamaea
yok		Koserella sp.	O		-			-	EBC		YOK			OTH	131296003	Yokenella species	3222022	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yokenella
yre		Koserella trabulsii	O		-			-	EBC		YOK			OTH	89477001	89477001	3222023	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yokenella
kuv		Kukoppevirus???	C		v																				
kur		Kurthia sp.	C		+			+			KUR			OTH	69512006	Kurthia	3228018	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
lap		Lactobacillus acidophilus	C		a	X		+			LAC			OTH	45707005	Lactobacillus acidophilus	7485397	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lam		Lactobacillus amylovorus	C		a	X		+			LAC			OTH	9534006	Lactobacillus amylovorus	3227210	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lbv		Lactobacillus brevis	C		a	X		+			LAC			OTH	90396007	Lactobacillus brevis	3227343	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lcs		Lactobacillus casei	C		a	X		+			LAC			OTH	1017006	Lactobacillus casei	3227248	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lca		Lactobacillus catenaformis	O		a	X		+			EGG			OTH			7892371	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia
lce	lfe	Lactobacillus cellobiosus	O		a	X		+			LAC				43690008	Lactobacillus	3227273	52a423d2-0486-4e77-bcee-6350d708d6ff	synonym	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
wco		Lactobacillus confusus	O		a	X					WEI				113639001	Weissella confusa	5427940	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella
lcp		Lactobacillus crispatus	C		a	X		+			LAC			OTH	89237007	Lactobacillus crispatus	3227271	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
pdx		Lactobacillus dextrinicus	C		+			+			LAC			OTH			7899423	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lfe		Lactobacillus fermentum	C		a	X		+			LAC			OTH	65506008	Lactobacillus fermentum	8834621	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lgs		Lactobacillus gasseri	C		+			+			LAC			OTH	71158000	Lactobacillus gasseri	3227313	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lje		Lactobacillus jensenii	C		a	X		+			LAC			OTH	65904004	Lactobacillus jensenii	3227257	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ljo		Lactobacillus johnsonii	C		a	X		+			LAC			OTH	113786006	Lactobacillus johnsonii	3227278	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lmi		Lactobacillus minutus	O		a	X		+			ATO			OTH	113630002	Atopobium minutum	3223456	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Coriobacteriales	Coriobacteriaceae	Atopobium
lor		Lactobacillus oris	C		a	X		+			LAC			OTH	87480009	Lactobacillus oris	3227300	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lpl		Lactobacillus plantarum	C		a	X		+			LAC			OTH	14332009	Lactobacillus plantarum	3227348	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lre		Lactobacillus reuteri	C		a	X		+			LAC			OTH	86271002	Lactobacillus reuteri	3227340	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lah		Lactobacillus rhamnosus	C		a	X		+			LAC				113798001	Lacticaseibacillus rhamnosus	3227211		accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
arm		Lactobacillus rimae	O		a	X		+			ATO			OTH	113632005	Atopobium rimae	3223453	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Coriobacteriales	Coriobacteriaceae	Atopobium
lsa		Lactobacillus salivarius	C		a	X		+			LAC			OTH			3227229	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lsa		Lactobacillus salivarius ss. salivarius	O		a	X		+			LAC			OTH			3227229	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lac		Lactobacillus sp.	C		a	X		+			LAC			OTH	116472003	Lactobacillus species	3223445	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lul		Lactobacillus uli	O		a	X		+			OLS			OTH			9014999	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Actinobacteria		Coriobacteriales	Coriobacteriaceae	Olsenella
lva		Lactobacillus vaginalis	C		a	X		+			LAC			OTH	113803005	Lactobacillus vaginalis	3227214	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
lga		Lactococcus garvieae	C		+			+			LAT			OTH	27716002	Lactococcus garviae	10990392	a97f36e5-ded1-49cc-bdec-ac6170fc7b9c	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ese		Lactococcus garvieae ss. garvieae	C		+			+			LAT			OTH					accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
lla		Lactococcus lactis	O		+			+			LAT			OTH	38518005	Lactococcus lactis subspecies lactis	7234591	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
scr		Lactococcus lactis ss. cremoris	C		+			+			LAT			OTH	81454004	Lactococcus lactis subspecies cremoris	3227133	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
lla		Lactococcus lactis ss. lactis	C		+			+			LAT			OTH	38518005	Lactococcus lactis subspecies lactis	7234591	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
lat		Lactococcus sp.	C		+			+			LAT			OTH	131321002	Lactococcus species	3227131	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
las		Lasiodiplodia sp.	C		f						LAS				78690001	Lasiodiplodia	2611221	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia
lth		Lasiodiplodia theobromae	C		f						LAS				784008	Lasiodiplodia theobromae	2611222	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia
lai		Lawsonia intracellularis	C		-			-			LAW				370572007	Lawsonia intracellularis	5427470	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia
law		Lawsonia sp.	C		b						LAW				372253004	Lawsonia	3188701	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Lythraceae	Lawsonia
lad		Leclercia adecarboxylata	C		-			-	EBC		LEC			OTH	57459006	Leclercia adecarboxylata	3221774	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Leclercia
lec		Leclercia sp.	C		-			-	EBC		LEC			OTH	43590002	Leclercia	3221773	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Leclercia
lho		Lecythophora hoffmannii	O		f						CON						7819054	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta
lmu		Lecythophora mutabilis	O		f						CON						8206918	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta
let		Lecythophora sp.	C		f						LET				17712004	Lecythophora									
laa		Legionella anisa	C		-			-			LEG			OTH	18214000	Legionella anisa	3223085	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lbi		Legionella birminghamensis	C		-			-			LEG			OTH	22592008	Legionella birminghamensis	3223059	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lbo		Legionella bozemanii	O		-			-			FLU						3223074	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
lbn		Legionella brunensis	C		-			-			LEG			OTH	103448007	Legionella brunensis	3223093	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lch		Legionella cherrii	C		-			-			LEG			OTH	52462004	Legionella cherrii	3223062	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lcn		Legionella cincinnatiensis	C		-			-			LEG			OTH	58923007	Legionella cincinnatiensis	3223077	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ldu		Legionella dumoffii	O		-			-			FLU			OTH	113720002	Fluoribacter dumoffii	3223095	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
ler		Legionella erythra	C		-			-			LEG			OTH	28109006	Legionella erythra	3223063	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lge		Legionella geestiana	C		-			-			LEG				103450004	Legionella geestiae	3223067	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lgo		Legionella gormanii	O		-			-			FLU			OTH	113721003	Fluoribacter gormanii	3223084	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
lha		Legionella hackeliae	C		-			-			LEG			OTH	58939000	Legionella hackeliae	3223078	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lau		Legionella interrogans serovar autumnalis	C		-			-			LEG				7527002	Legionella									
lba		Legionella interrogans serovar ballum	C		-			-			LEG				7527002	Legionella									
lbt		Legionella interrogans serovar bataviae	C		-			-			LEG				7527002	Legionella									
lcc		Legionella interrogans serovar canicola	C		-			-			LEG				7527002	Legionella									
lgp		Legionella interrogans serovar grippotyphosa	C		-			-			LEG				7527002	Legionella									
lic		Legionella interrogans serovar icterohaemorrhagiae	C		-			-			LEG				7527002	Legionella									
lir		Legionella israelensis	C		-			-			LEG			OTH	3128001	Legionella israelensis	3223040	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lja		Legionella jamestowniensis	C		-			-			LEG			OTH	89709001	Legionella janestowniensis	3223052	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ljr		Legionella jordanis	C		-			-			LEG			OTH	39739007	Legionella jordanis	3223066	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
llg		Legionella lansingensis	C		-			-			LEG			OTH	103452007	Legionella lansingensis	3223082	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lln		Legionella londiniensis	C		-			-			LEG				103453002	Legionella londiniensis									
llo		Legionella longbeachae	C		-			-			LEG			OTH	89605004	Legionella longbeachae	3223057	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lma		Legionella maceachernii	O		-			-			TAL			OTH	116379006	Tatlockia macaechernii	3223092	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia
lmc		Legionella micdadei	O		-			-			TAL			OTH	116380009	Tatlockia micdadei	3223039	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Tatlockia
lmr		Legionella moravica	C		-			-			LEG			OTH	103454008	Legionella moravica	3223065	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lna		Legionella nautarum	C		-			-			LEG			OTH	103455009	Legionella nautarum	3223081	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
lok		Legionella oakridgensis	C		-			-			LEG			OTH	638008	Legionella oakridgensis	3223043	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
