GUIDELINE	YEAR	STRAIN	REFERENCE_TABLE	WHONET_ORG_CODE	ANTIBIOTIC	ABX_TEST	WHONET_ABX_CODE	METHOD	MEDIUM	MINIMUM	MAXIMUM	DATE_ENTERED	DATE_MODIFIED	COMMENTS
CLSI	2017	atcc27853	Table 5A	pae	Piperacillin/Tazobactam	TZP_NM	TZP	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Piperacillin/Tazobactam	TZP_ND100	TZP	Disk	MH	27	36	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Piperacillin/Tazobactam	TZP_NM	TZP	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Vancomycin	VAN_NM	VAN	MIC	Agar	0.5	4	2021-01-01	2021-01-01	
EUCAST	2017	atcc49619	Table 5	spn	Vancomycin	VAN_EM	VAN	MIC	MHB	0.12	0.5	2021-01-01	2021-01-01	
EUCAST	2017	atcc29212	Table 4	efa	Vancomycin	VAN_EM	VAN	MIC	MH	1	4	2021-01-01	2021-01-01	
EUCAST	2017	atcc29213	Table 3	sau	Vancomycin	VAN_EM	VAN	MIC	MH	0.5	2	2021-01-01	2021-01-01	
EUCAST	2017	atcc29212	Table 4	efa	Vancomycin	VAN_ED5	VAN	Disk	MH	10	16	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Vancomycin	VAN_NM	VAN	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Vancomycin	VAN_ND30	VAN	Disk	MH	17	21	2021-01-01	2021-01-01	
EUCAST	2017	atcc51299	Table 11	efa	Vancomycin	VAN_ED5	VAN	Disk	MH	6	12	2021-01-01	2021-01-01	
EUCAST	2017	atcc49619	Table 5	spn	Vancomycin	VAN_ED5	VAN	Disk	MHB	17	23	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Vancomycin	VAN_NM	VAN	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Vancomycin	VAN_ND30	VAN	Disk	MHB	20	27	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Vancomycin	VAN_NM	VAN	MIC	MHB	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc90028	Fungus	cal	Voriconazole	VOR_ND1	VOR	Disk		31	42	2021-01-01	2021-01-01	
CLSI	2017	atcc6258	Fungus	ckr	Voriconazole	VOR_ND1	VOR	Disk		16	25	2021-01-01	2021-01-01	
CLSI	2017	atcc22019	Fungus	cpa	Voriconazole	VOR_ND1	VOR	Disk		28	37	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ceftazidime	CAZ_ED10	CAZ	Disk	MH	23	29	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ceftazidime	CAZ_EM	CAZ	MIC	MH	0.06	0.5	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Pefloxacin	PEF_ED5	PEF	Disk	MH	26	32	2021-01-01	2021-01-01	
EUCAST	2017	atcc35218	Table 8	eco	Ampicillin/Sulbactam	SAM_EM	SAM	MIC	MH	32	64	2021-01-01	2021-01-01	
EUCAST	2017	atcc35218	Table 8	eco	Piperacillin/Tazobactam	TZP_EM	TZP	MIC	MH	0.5	2	2021-01-01	2021-01-01	
EUCAST	2017	atcc35218	Table 8	eco	Amoxicillin/Clavulanic acid	AMC_EM	AMC	MIC	MH	4	32	2021-01-01	2021-01-01	
EUCAST	2017	nctc8468	Table 6	hin	Tetracycline	TCY_ED30	TCY	Disk	MHB+	28	34	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Cefixime	FIX_EM	FIX	MIC	MHB+	0.015	0.064	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Cefotaxime	CTX_EM	CTX	MIC	MHB+	0.004	0.016	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Cefpodoxime	CPD_EM	CPD	MIC	MHB+	0.03	0.125	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Ceftaroline	CPT_EM	CPT	MIC	MHB+	0.004	0.016	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Ceftibuten	CTB_EM	CTB	MIC	MHB+	0.015	64	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Ceftriaxone	CRO_EM	CRO	MIC	MHB+	0.002	0.008	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Cefuroxime	CXM_EM	CXM	MIC	MHB+	0.25	1	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Chloramphenicol	CHL_EM	CHL	MIC	MHB+	0.25	1	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Doripenem	DOR_EM	DOR	MIC	MHB+	0.06	0.25	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Doxycycline	DOX_EM	DOX	MIC	MHB+	0.25	1	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Ertapenem	ETP_EM	ETP	MIC	MHB+	0.015	0.064	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Erythromycin	ERY_EM	ERY	MIC	MHB+	2	8	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Imipenem	IPM_EM	IPM	MIC	MHB+	0.25	1	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Levofloxacin	LVX_EM	LVX	MIC	MHB+	0.008	0.032	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Meropenem	MEM_EM	MEM	MIC	MHB+	0.03	0.125	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Minocycline	MNO_EM	MNO	MIC	MHB+	0.12	0.5	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Moxifloxacin	MFX_EM	MFX	MIC	MHB+	0.008	0.032	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Ofloxacin	OFX_EM	OFX	MIC	MHB+	0.015	0.064	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Rifampicin	RIF_EM	RIF	MIC	MHB+	0.25	1	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Roxithromycin	RXT_EM	RXT	MIC	MHB+	4	16	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Telithromycin	TLT_EM	TLT	MIC	MHB+	1	4	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Tetracycline	TCY_EM	TCY	MIC	MHB+	0.25	1	2021-01-01	2021-01-01	
EUCAST	2017	atcc49766	Table 6	hin	Trimethoprim/Sulfamethoxazole	SXT_EM	SXT	MIC	MHB+	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Aztreonam/Avibactam	AZA_ND30	AZA	Disk	MHB	32	28	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Delafloxacin	DFX_ND5	DFX	Disk	MHB	28	35	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Gepotidacin	GEP_ND10	GEP	Disk	MHB	18	25	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Levonadifloxacin	LND_ND10	LND	Disk	MHB	27	33	2021-01-01	2021-01-01	
CLSI	2017	atcc35218	Table 4A	eco	Aztreonam	ATM_ND30	ATM	Disk	MHB	31	38	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 4A	kpn	Aztreonam	ATM_ND30	ATM	Disk	MHB	10	16	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 4A	kpn	Aztreonam/Avibactam	AZA_ND30	AZA	Disk	MHB	26	32	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 4A	kpn	Cefotaxime	CTX_ND30	CTX	Disk	MHB	17	25	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 4A	kpn	Cefpodoxime	CPD_ND10	CPD	Disk	MHB	9	16	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 4A	kpn	Ceftazidime	CAZ_ND30	CAZ	Disk	MHB	10	18	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 4A	kpn	Ceftriaxone	CRO_ND10	CRO	Disk	MHB	16	24	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Delafloxacin	DFX_ND5	DFX	Disk	MHB	32	40	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 4A	pae	Delafloxacin	DFX_ND5	DFX	Disk	MHB	23	49	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Gepotidacin	GEP_ND10	GEP	Disk	MHB	23	29	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Levonadifloxacin	LND_ND10	LND	Disk	MHB	32	39	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 4A	pae	Levonadifloxacin	LND_ND10	LND	Disk	MHB	17	23	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Lefamulin	LMU_ND10	LMU	Disk	MHB	26	32	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Delafloxacin	DFX_ND5	DFX	Disk		40	51	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Delafloxacin	DFX_ND5	DFX	Disk		28	36	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Gepotidacin	GEP_ND10	GEP	Disk		22	28	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Lefamulin	LMU_ND10	LMU	Disk		22	28	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Lefamulin	LMU_ND10	LMU	Disk		19	27	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 4B	hin	Levonadifloxacin	LND_ND10	LND	Disk		33	41	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Levonadifloxacin	LND_ND10	LND	Disk		24	31	2021-01-01	2021-01-01	
CLSI	2017	atcc35218	Table 4A	eco	Aztreonam/Avibactam	AZA_ND30	AZA	Disk	MHB	31	38	2021-01-01	2021-01-01	
CLSI	2017	atcc49226	Table 4B	ngo	Solithromycin	SOL_ND15	SOL	Disk		33	43	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Amikacin/Fosfomycin	AKF_NM	AKF	MIC		0.5	4	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Amikacin/Fosfomycin	AKF_NM	AKF	MIC		32	128	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Amikacin/Fosfomycin	AKF_NM	AKF	MIC		0.25	2	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Amikacin/Fosfomycin	AKF_NM	AKF	MIC		1	8	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Cadazolid	CDZ_NM	CDZ	MIC		0.06	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Cadazolid	CDZ_NM	CDZ	MIC		0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Cefepime/Tazobactam	FPZ_NM	FPZ	MIC		1	4	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Cefepime/Tazobactam	FPZ_NM	FPZ	MIC		0.03	0.125	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Cefepime/Tazobactam	FPZ_NM	FPZ	MIC		0.5	4	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 5A	kpn	Cefepime/Tazobactam	FPZ_NM	FPZ	MIC		0.12	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Delafloxacin	DFX_NM	DFX	MIC		0.001	0.008	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Delafloxacin	DFX_NM	DFX	MIC		0.015	0.125	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Delafloxacin	DFX_NM	DFX	MIC		0.008	0.032	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Delafloxacin	DFX_NM	DFX	MIC		0.12	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Gepotidacin	GEP_NM	GEP	MIC		0.12	1	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Gepotidacin	GEP_NM	GEP	MIC		1	4	2021-01-01	2021-01-01	
CLSI	2017	atcc29213	Table 5A	sau	Imipenem/Relebactam	IMR_NM	IMR	MIC		0.008	0.032	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Imipenem/Relebactam	IMR_NM	IMR	MIC		0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Imipenem/Relebactam	IMR_NM	IMR	MIC		0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Imipenem/Relebactam	IMR_NM	IMR	MIC		0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc35218	Table 5A	eco	Imipenem/Relebactam	IMR_NM	IMR	MIC		0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	sau	Lefamulin	LMU_NM	LMU	MIC		0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	sau	Levonadifloxacin	LND_NM	LND	MIC		0.008	0.032	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Levonadifloxacin	LND_NM	LND	MIC		0.03	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Levonadifloxacin	LND_NM	LND	MIC		0.5	4	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Amikacin/Fosfomycin	AKF_NM	AKF	MIC		0.5	4	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Amikacin/Fosfomycin	AKF_NM	AKF	MIC		8	64	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Cefepime/Tazobactam	FPZ_NM	FPZ	MIC		0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Cefepime/Tazobactam	FPZ_NM	FPZ	MIC		0.03	0.125	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5A	hin	Delafloxacin	DFX_NM	DFX	MIC		0.00025	0.001	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Delafloxacin	DFX_NM	DFX	MIC		0.004	0.015	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5A	hin	Gepotidacin	GEP_NM	GEP	MIC		0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Gepotidacin	GEP_NM	GEP	MIC		0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc49766	Table 5A	hin	Imipenem/Relebactam	IMR_NM	IMR	MIC		0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5A	hin	Lefamulin	LMU_NM	LMU	MIC		0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Lefamulin	LMU_NM	LMU	MIC		0.06	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5A	hin	Levonadifloxacin	LND_NM	LND	MIC		0.008	0.064	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Levonadifloxacin	LND_NM	LND	MIC		0.12	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc49226	Table 5C	ngo	Azithromycin	AZM_NM	AZM	MIC	GC	0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc49226	Table 5C	ngo	Solithromycin	SOL_NM	SOL	MIC	GC	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Cadazolid	CDZ_NM	CDZ	MIC	Agar	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc25285	Table 5D	bfr	Eravacycline	ERV_NM	ERV	MIC	Agar	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc29741	Table 5D	bth	Eravacycline	ERV_NM	ERV	MIC	Agar	0.12	1	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Eravacycline	ERV_NM	ERV	MIC	Agar	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc25285	Table 5D	bfr	Secnidazole	SEC_NM	SEC	MIC	Agar	0.25	1	2021-01-01	2021-01-01	
CLSI	2017	atcc29741	Table 5D	bth	Secnidazole	SEC_NM	SEC	MIC	Agar	0.5	2	2021-01-01	2021-01-01	
CLSI	2017	atcc700057	Table 5D	cdf	Secnidazole	SEC_NM	SEC	MIC	Agar	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2017	atcc43055	Table 5D	ele	Secnidazole	SEC_NM	SEC	MIC	Agar	0.25	2	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ceftobiprole	BPR_EM	BPR	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ceftobiprole	BPR_ED5	BPR	Disk	MH	25	31	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ceftolozane/Tazobactam	CZT_EM	CZT	MIC	MH	0.12	0.5	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ceftolozane/Tazobactam	CZT_ED30	CZT	Disk	MH	24	32	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Cefepime/Tazobactam	FPZ_ND30	FPZ	Disk	MH	32	37	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Cefepime/Tazobactam	FPZ_ND30	FPZ	Disk	MH	24	30	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 4A	pae	Cefepime/Tazobactam	FPZ_ND30	FPZ	Disk	MH	27	31	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 4A	kpn	Cefepime/Tazobactam	FPZ_ND30	FPZ	Disk	MH	25	30	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 4A	eco	Meropenem/Vaborbactam	MEV_ND20	MEV	Disk	MH	31	37	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Meropenem/Vaborbactam	MEV_ND20	MEV	Disk	MH	32	38	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 4A	pae	Meropenem/Vaborbactam	MEV_ND20	MEV	Disk	MH	29	35	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 4A	kpn	Meropenem/Vaborbactam	MEV_ND20	MEV	Disk	MH	29	35	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 4A	sau	Nafithromycin	ZWK_ND15	ZWK	Disk	MH	25	31	2021-01-01	2021-01-01	
CLSI	2017	atcc29247	Table 4B	hin	Nafithromycin	ZWK_ND15	ZWK	Disk	MH	16	20	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 4B	spn	Nafithromycin	ZWK_ND15	ZWK	Disk	MH	25	31	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 5A	sau	Meropenem/Vaborbactam	MEV_NM	MEV	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Meropenem/Vaborbactam	MEV_NM	MEV	MIC	MH	0.008	0.064	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Meropenem/Vaborbactam	MEV_NM	MEV	MIC	MH	0.12	1	2021-01-01	2021-01-01	
CLSI	2017	atcc35218	Table 5A	eco	Meropenem/Vaborbactam	MEV_NM	MEV	MIC	MH	0.008	0.064	2021-01-01	2021-01-01	
CLSI	2017	atcc700603	Table 5A	kpn	Meropenem/Vaborbactam	MEV_NM	MEV	MIC	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 5A	sau	Nafithromycin	ZWK_NM	ZWK	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Nafithromycin	ZWK_NM	ZWK	MIC	MH	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2017	atcc25923	Table 5A	sau	Pexiganan	PEX_NM	PEX	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc27853	Table 5A	pae	Pexiganan	PEX_NM	PEX	MIC	MH	2	16	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Nafithromycin	ZWK_NM	ZWK	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Nafithromycin	ZWK_NM	ZWK	MIC	MH	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2017	atcc49247	Table 5B	hin	Pexiganan	PEX_NM	PEX	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2017	atcc49619	Table 5B	spn	Pexiganan	PEX_NM	PEX	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2017	atcc29212	Table 5A	efa	Pexiganan	PEX_NM	PEX	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2017	atcc25922	Table 5A	eco	Pexiganan	PEX_NM	PEX	MIC	MH	2	8	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ciprofloxacin	CIP_ED5	CIP	Disk	MH	29	37	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ciprofloxacin	CIP_EM	CIP	MIC	MH	0.004	0.016	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ceftazidime/Avibactam	CZA_ED10	CZA	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Fosfomycin	FOS_ED200	FOS	Disk	MH	26	34	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Nitroxoline	NTR_ED30	NTR	Disk	MH	26	34	2021-01-01	2021-01-01	
EUCAST	2017	atcc27853	Table 2	pae	Ceftazidime/Avibactam	CZA_EM	CZA	MIC	MH	0.5	4	2021-01-01	2021-01-01	
EUCAST	2017	atcc27853	Table 2	pae	Ceftazidime/Avibactam	CZA_ED10	CZA	Disk	MH	21	27	2021-01-01	2021-01-01	
EUCAST	2017	atcc29213	Table 3	sau	Telithromycin	TLT_EM	TLT	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
EUCAST	2017	atcc49619	Table 5	spn	Ceftobiprole	BPR_EM	BPR	MIC	MHB	0.008	0.016	2021-01-01	2021-01-01	
EUCAST	2017	atcc700603	Table 9	kpn	Ceftolozane/Tazobactam	CZT_ED30	CZT	Disk	MH	17	25	2021-01-01	2021-01-01	
EUCAST	2017	atcc700603	Table 9	kpn	Piperacillin/Tazobacta	TZP_EM	TZP	MIC	MH	8	32	2021-01-01	2021-01-01	
EUCAST	2017	atcc700603	Table 9	kpn	Piperacillin/Tazobacta	TZP_ED30	TZP	Disk	MH	14	20	2021-01-01	2021-01-01	
EUCAST	2017	atcc25922	Table 1	eco	Ceftazidime/Avibactam	CZA_EM	CZA	Disk	MH	24	30	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Ampicillin/Sulbactam	SAM_NM	SAM	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Aztreonam	ATM_NM	ATM	MIC	MH	8	64	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Aztreonam/Avibactam	AZA_NM	AZA	MIC	MH	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Biapenem	BIA_NM	BIA	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Ceftaroline	CPT_NM	CPT	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Ceftaroline/Avibactam	CPA_NM	CPA	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Ceftazidime	CAZ_NM	CAZ	MIC	MH	16	64	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Piperacillin/Tazobactam	TZP_NM	TZP	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Ticarcillin	TIC_NM	TIC	MIC	MH	256		2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	MH	32	128	2021-01-01	2021-01-01	
CLSI	2018	atcc25922	Table 4A	eco	Pefloxacin	PEF_ND5	PEF	Disk	MH	25	33	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 4A	kpn	Ceftaroline/Avibactam	CPA_ND30	CPA	Disk	MH	21	27	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 4A	kpn	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MH	21	27	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 4A	kpn	Ceftolozane/Tazobactam	CZT_ND30	CZT	Disk	MH	17	25	2021-01-01	2021-01-01	
CLSI	2018	atcc25922	Table 4A	eco	Cefpodoxime	CPD_ND10	CPD	Disk	MH	23	28	2021-01-01	2021-01-01	
CLSI	2018	atcc25922	Table 5A	eco	Cefpodoxime	CPD_NM	CPD	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2018	atcc49247	Table 4B	hin	Cefpodoxime	CPD_ND10	CPD	Disk	HTM	25	31	2021-01-01	2021-01-01	
CLSI	2018	atcc49247	Table 5B	hin	Cefpodoxime	CPD_NM	CPD	MIC	HTM	0.25	1	2021-01-01	2021-01-01	
CLSI	2018	atcc700603	Table 5A	kpn	Amoxicillin	AMX_NM	AMX	MIC	MH	128		2021-01-01	2021-01-01	
CLSI	2018	atcc49226	Table 4B	ngo	Cefpodoxime	CPD_ND10	CPD	Disk	GC	35	43	2021-01-01	2021-01-01	
CLSI	2018	atcc49226	Table 5C	ngo	Cefpodoxime	CPD_NM	CPD	MIC	GC	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2018	atcc25923	Table 4A	sau	Cefpodoxime	CPD_ND10	CPD	Disk	MH	19	25	2021-01-01	2021-01-01	
CLSI	2018	atcc29213	Table 5A	sau	Cefpodoxime	CPD_NM	CPD	MIC	MH	1	8	2021-01-01	2021-01-01	
CLSI	2018	atcc49619	Table 4B	spn	Cefpodoxime	CPD_ND10	CPD	Disk	MHB	28	34	2021-01-01	2021-01-01	
CLSI	2018	atcc49619	Table 5B	spn	Cefpodoxime	CPD_NM	CPD	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2018	atcc49247	Table 5B	hin	Cefpirome	CPO_NM	CPO	MIC	HTM	0.25	1	2021-01-01	2021-01-01	
